EDAD_V,NIV,INGRESO,SEXO,REGION
77,0,,2,5
30,6,1500,2,5
43,3,1000,2,1
85,5,,2,2
32,3,3500,1,1
40,8,14000,1,2
59,0,900,2,1
36,3,2400,1,1
50,8,14000,1,2
51,6,,2,2
31,2,1000,1,6
59,6,4500,1,1
60,2,2000,1,6
33,7,5000,1,3
24,8,1000,1,1
56,6,16000,1,2
24,8,5500,1,1
55,10,25000,1,4
56,3,1800,2,3
27,3,10000,2,3
67,2,,2,3
59,0,750,1,6
38,8,1000,2,1
27,8,4000,2,2
30,8,7000,2,3
27,6,6100,2,6
85,0,,2,6
40,6,3000,1,3
57,2,,2,5
37,3,4500,2,3
66,2,1500,2,2
27,6,3500,1,1
24,3,,2,3
25,8,7000,2,5
60,8,,2,2
39,6,1700,1,1
25,6,1000,2,3
39,8,14600,1,6
61,2,1000,2,6
56,8,13000,1,4
59,3,,2,3
65,2,,2,5
70,2,,1,6
27,6,3500,1,2
20,6,3800,1,5
18,6,2000,2,5
19,6,1500,1,6
50,2,,2,2
40,6,12000,2,4
26,3,1900,1,3
56,3,2000,1,2
32,6,2500,2,4
58,6,2500,1,6
32,3,1000,1,6
25,8,,1,3
36,6,14000,1,3
24,8,,1,2
33,6,,2,1
78,2,,1,1
45,8,12000,2,5
66,2,500,1,6
70,6,,2,2
34,6,1000,1,6
33,6,,2,1
58,6,,2,1
30,3,5000,1,2
68,2,,1,2
48,8,7000,2,6
63,2,,2,1
65,4,,1,1
55,8,1000,2,1
29,2,,1,3
40,6,,2,1
34,3,350,1,5
21,6,1200,2,3
26,8,4000,1,1
23,8,600,2,6
38,8,20000,2,5
24,3,,2,6
33,8,21000,2,1
76,0,,1,6
62,2,500,2,1
44,6,2800,1,3
34,6,1400,2,1
50,7,15000,1,2
85,2,,1,2
58,2,30,2,2
51,8,8000,2,1
58,2,1000,2,6
35,8,1500,2,5
61,2,,2,6
35,6,1500,1,3
52,8,35000,1,4
70,2,,2,5
56,6,1500,2,1
33,8,,1,1
62,2,,1,5
72,6,,2,5
21,3,,1,6
53,6,15000,1,1
55,3,2000,1,3
85,2,,1,2
65,2,,2,6
45,2,1500,1,5
41,6,5600,1,1
21,6,2000,2,1
27,8,0,1,5
66,6,,2,2
32,3,,2,1
37,6,2500,2,1
31,10,3500,1,3
56,3,300,2,2
50,3,1500,2,5
24,8,8000,1,2
48,2,,2,6
55,3,2000,1,2
69,0,,2,5
35,6,2000,1,2
32,8,,2,3
27,8,,1,5
97,2,,1,3
18,6,,2,6
18,8,3000,2,1
28,8,,1,2
32,6,5000,1,3
19,2,200,1,6
18,2,2500,1,1
42,3,,2,6
41,6,4000,2,3
53,2,1200,2,5
61,2,2000,2,3
36,6,2000,2,2
75,2,,2,4
45,6,1800,1,2
49,8,22000,2,4
69,2,800,1,6
24,8,,1,3
24,8,15000,2,2
53,8,4000,2,2
62,2,1500,2,5
64,2,1500,2,3
42,2,,2,3
31,3,2000,1,2
20,3,1500,1,5
21,8,,1,5
39,2,3500,1,4
27,8,15000,1,5
78,0,,2,5
30,8,13000,1,6
23,3,,2,1
40,2,,1,5
18,6,2500,1,2
27,8,1600,2,2
44,3,,2,5
19,3,,1,2
23,6,,1,2
33,6,11000,1,4
52,6,,2,3
39,2,2500,1,1
63,2,,2,1
51,5,,1,2
25,8,3500,1,3
62,8,10000,1,4
60,2,500,2,5
28,6,8000,1,6
20,6,416,2,2
44,3,,2,6
51,3,800,2,2
46,2,1750,2,5
20,6,5000,2,1
42,3,1600,2,3
26,6,800,2,6
22,8,,1,6
31,3,1000,2,2
46,3,1000,2,3
60,8,,1,3
76,6,,2,4
60,3,10000,1,1
45,6,8000,2,4
52,6,2300,2,5
49,2,1000,2,3
28,3,1200,2,2
54,2,3000,2,3
37,8,18000,1,3
25,8,3000,2,2
35,6,,2,2
66,2,,2,3
60,2,,2,5
30,2,,2,5
37,8,6500,2,3
34,3,1500,2,1
29,3,600,2,3
27,8,35000,1,2
49,0,,2,3
77,2,0,1,2
21,6,100,2,6
37,3,500,2,6
37,10,30000,2,4
63,8,5000,2,6
25,3,3000,1,2
32,3,1250,2,3
36,6,1400,2,6
29,3,1100,1,5
51,2,1200,1,5
49,8,24000,1,1
50,2,1400,2,1
46,6,500,2,6
26,6,2000,2,2
54,3,1000,2,4
64,2,,2,3
57,2,1500,1,4
66,2,,2,1
56,3,,2,6
63,2,1000,2,5
25,3,2600,1,1
29,6,,2,1
41,3,10000,2,4
32,2,8000,1,3
24,8,11000,2,1
70,2,,1,1
42,8,6000,2,3
50,6,4000,1,1
63,8,,1,4
58,8,57000,1,5
24,6,1900,1,3
27,6,1300,1,1
92,5,,2,2
70,2,,2,2
26,6,8000,2,6
31,10,30000,1,4
21,2,1500,1,6
79,2,,2,1
32,8,,1,1
63,2,1500,1,5
53,6,8000,1,4
47,7,6000,1,5
21,3,,2,6
48,3,,1,6
18,6,,2,2
53,2,2000,1,5
65,11,38000,1,3
58,2,1500,2,6
55,10,20000,1,3
44,2,,2,3
32,3,400,2,3
28,8,2000,1,2
29,8,5000,2,3
25,8,,2,5
67,5,,2,4
18,6,,2,4
39,3,2800,2,6
40,8,5000,2,3
35,3,1500,2,1
50,2,,1,5
58,2,400,1,6
44,3,1500,1,1
54,3,3000,1,2
31,3,3670,1,2
44,2,2500,1,5
58,3,,2,3
36,2,2300,1,5
23,3,,2,2
62,2,,2,4
49,2,,2,2
52,6,600,2,6
57,3,,2,3
53,3,1200,1,3
28,6,1800,2,1
38,3,,2,3
33,6,1000,2,6
24,3,2500,2,2
46,6,7000,1,4
65,7,40000,2,1
55,3,24000,1,1
24,6,1800,1,2
29,3,2000,1,2
73,2,,1,4
37,6,2500,1,6
18,6,,2,1
24,6,5000,1,2
19,6,1400,1,5
59,2,2300,1,6
39,2,,2,5
68,3,400,2,5
22,8,,2,3
38,3,5000,1,3
55,8,3000,2,2
59,8,2200,2,1
42,2,600,1,6
30,6,,2,6
79,0,2000,2,6
32,3,1500,1,2
49,8,18000,1,4
31,2,1800,1,6
25,6,,2,2
41,9,40000,1,1
38,3,,2,4
53,6,,2,3
45,3,2000,1,5
26,3,1800,1,2
56,3,3250,2,1
37,8,,2,3
24,8,2000,2,3
38,3,1000,2,1
46,2,250,2,3
71,3,,2,1
77,2,,2,3
75,2,,1,2
35,3,3500,1,4
51,2,1050,2,2
55,3,,2,2
85,0,,2,2
18,6,10000,2,1
52,3,2000,2,5
71,4,,2,5
63,10,,1,3
23,6,1800,2,5
59,6,,2,5
29,6,10000,2,2
53,8,1700,1,1
43,6,,1,3
23,8,,2,2
35,8,12000,2,2
35,9,,2,2
23,3,,1,2
27,3,500,2,5
55,6,8000,1,2
31,8,2500,2,2
47,2,400,2,6
72,2,2000,2,3
47,1,1000,2,2
34,6,1500,2,1
25,8,12000,1,2
70,2,,1,3
25,3,1800,2,1
51,7,1500,2,6
34,8,1800,1,1
22,1,1000,1,5
58,3,700,2,2
22,8,1400,2,3
68,6,,1,1
27,6,3500,1,6
38,2,0,2,3
79,0,100,2,2
66,2,,1,6
21,3,,2,5
62,2,700,2,3
24,6,8000,1,1
35,6,1000,1,2
65,8,2000,1,1
51,2,50,2,2
57,0,600,2,6
45,3,1000,1,5
79,8,,2,1
44,8,,2,3
21,8,,1,1
23,3,1750,1,1
43,3,300,2,1
74,2,,1,3
19,8,,2,2
50,2,4000,1,2
51,3,2500,2,5
36,8,4000,1,6
25,8,6000,2,3
50,3,3000,2,6
30,8,20000,1,6
56,2,150,2,6
20,6,,1,1
37,6,1500,1,5
35,2,,2,6
45,2,600,2,2
53,2,,2,3
52,2,2500,1,1
63,6,3500,1,1
64,3,400,1,5
38,6,,2,3
56,2,1200,2,3
44,3,200,2,3
43,3,3000,1,6
82,0,3400,1,3
76,2,300,2,6
25,8,24000,1,2
18,2,1300,1,3
35,3,1800,1,6
81,0,,2,3
59,2,1000,1,3
25,3,,1,2
73,2,,2,4
23,3,1300,2,1
58,3,3800,1,3
52,10,,1,2
42,2,,2,5
61,8,4500,2,6
50,3,1500,2,3
61,3,6000,2,1
54,2,2000,2,3
20,2,3300,2,1
55,3,1500,1,1
78,0,1500,1,3
27,3,,2,5
36,8,30000,2,6
33,6,5000,2,6
23,6,7050,2,3
31,3,5000,2,3
19,6,2000,2,1
60,3,500,1,1
26,2,,2,5
30,10,10000,2,4
64,2,,2,5
58,2,,2,6
55,2,2000,2,5
48,3,,2,1
28,6,,2,6
43,8,10000,2,6
24,3,1500,1,2
22,8,,1,6
55,0,1000,2,2
74,2,0,1,2
45,0,,1,1
88,2,,2,3
46,3,3200,2,6
31,3,1000,2,2
52,6,2500,1,5
34,3,1700,2,1
25,8,,1,4
34,2,2500,1,4
43,2,0,1,6
19,3,2300,2,2
45,3,,2,2
20,8,4500,2,3
60,3,2000,2,6
75,3,,2,1
59,2,500,2,5
58,2,2500,1,2
72,3,,1,2
18,6,,2,1
67,2,300,2,6
78,0,,2,5
34,6,19000,1,1
30,8,4000,2,1
44,8,6000,2,3
42,3,1000,2,3
51,3,2850,1,1
71,5,,2,2
21,6,,2,6
53,3,,2,2
75,2,,2,1
38,3,2000,1,5
83,2,,1,5
61,3,350,2,1
50,6,3150,1,1
67,2,,2,3
67,10,,2,6
27,3,,2,3
39,2,,2,5
32,3,2300,1,3
63,2,1000,2,5
28,8,12,2,5
19,2,130,1,2
38,2,,2,2
55,8,35000,2,4
35,6,29000,1,3
35,2,,2,5
41,8,11000,1,6
50,3,,2,5
59,2,1600,2,6
41,10,,1,6
38,8,1200,1,5
36,6,,2,3
25,8,4000,1,4
22,3,,2,3
56,6,6000,2,2
70,2,,1,5
29,8,1000,2,5
67,3,,1,1
42,6,4000,1,1
49,3,,2,2
47,3,3000,2,6
45,2,4000,1,1
22,6,2000,2,3
62,2,,2,3
29,3,8000,2,5
19,3,,2,5
37,0,0,1,6
62,8,1500,1,2
32,10,8000,2,3
45,3,20000,1,6
52,6,,2,3
54,2,1200,2,6
55,2,,2,2
50,8,5000,2,5
36,6,15000,1,6
38,7,4500,2,2
45,6,3000,1,1
32,2,,2,6
30,6,4984,1,3
36,6,,2,3
51,3,2000,2,2
35,8,18000,1,4
64,4,,2,3
31,6,2000,2,2
56,3,600,1,2
32,3,2400,2,3
47,3,1800,1,2
34,10,0,1,6
35,8,4000,1,5
26,8,3600,2,5
42,2,,1,6
52,7,10000,2,2
52,3,3200,1,6
33,8,3000,2,2
31,8,4000,2,6
82,2,,2,1
20,8,,1,2
29,2,,2,6
40,3,,2,5
47,9,13000,2,3
49,2,2000,2,5
65,2,,1,3
48,8,,1,5
56,0,,1,2
30,3,500,2,2
66,2,6000,2,3
87,3,,1,1
40,8,50000,2,4
54,3,,2,1
24,8,,1,2
56,3,30000,1,6
39,3,3000,1,1
56,3,1500,2,3
53,3,,1,3
58,3,1500,2,6
26,6,3000,2,1
55,2,1000,2,6
22,6,1900,2,1
63,2,8000,1,6
43,2,,2,6
40,5,,1,2
48,3,,2,5
18,6,1700,2,3
64,2,2500,1,3
33,6,3000,1,2
33,3,,1,1
44,3,2500,1,2
31,8,1750,2,2
39,2,,2,6
70,5,,2,2
67,0,2200,2,2
23,6,2100,2,2
57,8,,1,3
74,3,100,2,6
47,8,10000,2,3
68,5,,2,2
44,2,,2,3
18,3,,2,5
20,8,,2,2
24,8,5500,1,3
34,2,2500,2,1
44,9,10000,2,3
52,3,23000,1,1
77,6,300,1,5
52,3,,2,6
71,2,,2,1
32,8,3000,2,2
55,3,1000,1,3
60,3,8000,2,1
73,3,,1,2
40,6,3000,1,3
37,3,,2,2
53,2,4000,1,6
32,3,6000,1,2
52,3,2200,1,3
69,3,,1,1
27,8,7000,1,1
75,0,1000,1,5
37,8,6000,2,6
58,3,,2,1
40,10,45000,1,4
27,8,3800,1,2
76,2,,2,2
18,8,,2,3
56,2,,2,5
65,5,,2,2
63,8,,1,2
21,8,500,1,1
33,8,5000,2,2
48,3,1200,2,2
42,6,5300,1,3
63,8,,2,2
41,3,600,2,5
48,6,8000,2,6
72,2,,2,5
49,6,,2,5
63,8,,2,2
22,2,500,2,3
79,2,,2,4
23,6,1800,1,6
66,3,1000,2,1
33,3,1000,2,6
54,6,,2,6
70,2,,2,3
22,8,9000,1,1
43,7,,1,5
46,3,,2,3
46,2,3000,1,1
53,3,,2,2
27,6,2000,2,2
72,6,6000,2,4
26,3,700,1,5
45,11,8000,1,4
24,6,,2,4
42,8,8000,1,5
55,8,,2,1
32,3,2000,2,6
59,2,,2,2
21,6,2300,2,1
80,3,,1,6
26,3,,2,1
64,5,,2,4
24,7,2000,2,4
52,3,4000,1,1
35,6,1000,2,6
64,2,,2,1
20,8,2500,2,2
56,2,400,2,6
41,2,1500,1,6
45,3,800,1,5
59,3,1000,2,5
61,2,2000,1,6
70,2,,2,5
49,3,2000,1,6
32,6,1000,1,2
36,2,300,2,3
33,8,30000,1,6
68,3,,2,3
40,8,13000,1,3
64,1,,2,2
28,6,4000,1,5
19,3,1900,1,2
40,2,2000,1,5
40,3,1000,2,1
28,8,5000,2,2
28,6,6000,2,3
50,8,,2,2
60,8,,1,2
30,6,2500,2,2
49,3,,2,2
21,8,,2,3
34,3,,2,1
22,8,4500,1,5
80,0,,2,6
66,2,3000,1,1
27,8,4000,2,3
49,2,1600,1,6
18,3,,2,5
33,3,1000,2,2
30,8,2000,2,3
45,3,2800,1,6
45,2,2000,1,5
23,8,300,1,2
34,7,12800,1,6
45,7,,2,1
39,8,4000,1,3
43,6,,1,6
37,8,7000,2,3
40,10,10000,2,2
25,8,18000,1,4
37,6,1400,2,6
65,2,,2,3
55,2,3000,1,1
31,10,10000,2,5
18,3,1800,1,6
67,2,,2,1
51,3,700,1,3
50,8,,2,2
63,6,1000,1,2
29,6,4000,2,1
21,6,,1,3
28,3,1500,1,2
71,2,,2,5
35,2,1600,1,3
68,6,,2,3
32,3,,2,4
37,6,,2,5
59,3,,2,3
51,2,,2,3
29,6,3000,1,3
36,6,20000,1,3
33,8,10000,1,3
21,8,,1,3
40,6,,1,4
25,6,4500,1,6
30,6,,2,5
20,8,900,2,2
58,2,100,2,3
24,3,2800,1,5
71,8,,2,2
66,0,,2,5
20,8,,1,3
63,2,1600,2,3
25,8,12000,2,3
71,3,,2,2
54,3,2000,1,1
65,2,500,2,2
28,6,2500,2,1
20,7,10000,2,2
43,8,,2,5
33,2,,2,1
19,6,500,2,3
67,3,,2,5
45,2,1000,2,1
22,8,25000,1,6
75,0,,2,6
25,6,3400,1,6
80,3,,2,2
71,0,,1,3
58,2,1250,1,3
35,3,5500,2,3
55,2,500,2,3
49,8,25000,2,5
35,3,,2,3
87,2,,1,4
36,3,2500,1,1
51,2,2200,1,5
24,2,,2,6
42,6,750,2,6
50,6,,1,3
52,8,20000,2,4
51,2,50,2,5
22,6,,2,6
39,6,5000,1,1
37,3,1200,2,3
44,8,5000,2,1
75,3,,2,1
64,2,,2,5
77,2,,2,2
27,6,,1,2
49,5,,2,6
63,2,750,1,6
44,2,,2,2
24,8,,1,5
58,6,1800,1,3
66,2,700,1,4
52,6,8500,1,1
33,8,3000,2,6
18,6,2100,1,3
71,2,2500,1,5
48,3,1500,2,3
55,3,3500,1,1
20,6,4000,1,1
67,6,,1,2
28,3,,2,2
44,6,600,2,6
23,3,1700,2,3
40,8,4500,2,1
65,2,,1,1
26,3,2000,1,2
26,3,,2,1
58,6,1500,1,3
21,6,,2,3
29,6,4300,1,5
28,8,4800,2,6
66,2,450,1,6
25,6,15000,1,2
55,3,2500,1,3
55,5,,2,4
63,2,1300,1,3
28,8,40000,1,4
60,6,3500,1,3
37,8,2000,2,5
41,8,3000,1,5
30,2,3000,1,1
45,8,12000,1,3
87,2,500,1,1
18,6,1200,1,1
18,6,1600,2,1
65,0,0,1,6
20,7,7000,1,2
40,3,1600,2,5
63,6,,2,6
62,2,1850,2,3
22,6,,2,2
38,6,1900,2,3
38,8,12000,1,6
35,3,1300,1,6
44,6,1000,1,5
38,3,1000,2,5
22,2,,2,1
81,2,,1,3
28,2,1500,2,6
47,2,,1,6
57,8,12000,2,2
19,7,1400,1,1
20,6,1000,2,2
58,8,3000,2,4
68,8,,1,1
56,3,,2,1
48,6,3000,2,2
42,6,8000,2,3
40,6,2500,1,3
28,6,2700,2,1
58,6,3500,1,5
82,2,,1,3
63,3,1200,1,6
29,3,,2,6
18,6,1000,1,6
68,11,80000,1,4
42,2,2000,1,6
33,10,7000,2,5
32,8,10000,2,5
30,3,1000,2,3
33,3,,2,2
18,8,,1,5
29,8,2600,2,1
72,0,1000,1,4
18,6,,1,6
62,2,2300,2,1
42,5,2450,2,1
74,6,,2,4
53,2,2000,2,3
82,0,,2,5
49,2,800,1,1
34,6,1900,2,1
30,3,,2,6
32,8,12000,1,3
26,3,3800,2,1
32,6,3000,1,2
72,2,,1,5
60,2,800,2,5
33,7,6000,1,3
46,2,1000,2,6
32,10,15000,2,2
44,2,,2,5
56,2,,2,1
50,8,,2,4
59,8,,1,1
43,2,1500,1,6
71,2,1200,1,2
81,8,,1,2
34,6,,2,3
60,2,,2,5
52,2,1000,2,3
22,3,,2,3
45,3,,2,5
66,7,,1,2
67,2,2000,1,3
59,8,5000,2,1
72,6,,2,2
51,3,8000,1,1
70,2,,2,1
64,8,,2,2
45,7,,1,3
51,6,2500,1,5
72,2,,1,3
65,2,1500,1,2
30,6,2000,2,6
35,8,14000,1,6
22,3,600,2,2
60,3,,2,2
58,3,0,2,2
33,8,10000,1,1
35,3,1500,1,5
27,0,4000,1,6
28,8,2800,1,6
58,8,2500,1,3
55,6,1800,1,1
66,5,1000,2,3
49,3,1500,1,5
19,6,,1,5
58,8,5000,2,4
44,8,19000,1,5
60,0,1500,1,5
28,8,3500,2,5
24,2,2200,2,2
63,2,1500,2,2
54,2,10000,1,6
38,3,2800,1,1
40,8,15000,1,1
26,8,,1,6
62,3,,1,2
29,2,800,2,6
42,6,1800,1,5
20,6,,2,6
27,2,,2,3
42,3,,2,3
35,6,32000,1,1
38,2,1800,1,5
28,3,1700,2,1
38,2,500,2,5
25,6,2000,1,5
60,3,100,2,5
42,8,3500,2,2
36,6,,2,5
35,3,4000,1,3
24,8,4000,2,5
49,2,,2,6
38,8,20000,2,1
21,6,,2,3
66,2,900,2,2
46,6,2000,1,3
57,8,5000,1,1
39,2,200,2,6
42,2,650,1,1
38,0,1500,1,3
81,2,300,2,4
50,6,8000,1,6
31,3,4286,2,1
45,3,10000,2,3
48,8,,2,3
40,6,,2,5
59,3,500,1,5
43,6,16000,1,3
47,3,1000,1,6
32,6,500,2,2
78,0,,2,2
40,8,25000,2,5
18,6,1800,2,1
52,2,500,2,4
37,2,1000,2,5
47,3,1750,2,6
70,6,420,1,5
66,8,,2,2
53,8,1600,1,5
35,6,4800,2,6
65,10,,1,4
52,8,10000,2,5
32,2,2800,1,6
59,8,,2,3
42,3,4200,1,3
77,8,,1,2
31,8,3500,1,2
50,3,1000,1,1
36,8,18000,1,6
86,2,,2,3
84,2,,2,3
71,3,,2,4
70,2,800,2,5
50,6,16000,2,1
44,6,15000,1,1
52,8,5000,1,1
41,3,2500,1,6
43,6,2000,2,3
50,3,2500,1,3
43,6,10000,2,2
35,8,,1,3
21,8,1200,1,5
47,6,10000,1,3
55,0,1400,2,3
79,3,,1,5
73,2,500,1,5
42,2,2000,1,2
84,0,,2,1
50,8,6000,1,5
37,3,,2,3
30,6,,2,3
42,3,8000,2,2
47,6,1700,2,5
59,2,300,2,2
69,2,,1,2
58,3,1000,1,2
39,7,,2,3
78,5,,2,2
18,3,1000,1,2
22,3,2000,1,2
68,3,2400,1,6
40,6,4000,1,4
58,2,,2,6
44,9,200,2,4
82,0,,2,3
20,6,3600,1,3
42,3,1250,1,3
54,0,2500,2,5
69,2,,1,2
33,3,3000,1,5
26,3,800,2,5
45,9,10000,2,4
44,2,3000,2,1
18,8,,1,6
27,6,1500,1,5
23,3,1800,1,1
47,8,,2,5
38,6,,2,5
53,2,600,1,6
64,8,,1,2
25,6,1700,1,6
62,3,4000,1,3
28,2,1300,1,2
25,6,2200,1,1
24,5,2500,1,5
68,6,,2,6
54,6,1000,2,5
23,3,3000,2,1
74,6,,1,4
59,6,,1,3
60,8,8000,1,1
40,8,,2,3
49,3,8000,1,5
81,5,,2,4
57,8,,2,4
34,3,500,2,1
79,3,,1,2
46,6,2000,2,2
22,2,2400,1,6
42,3,,1,2
42,3,1000,2,3
52,8,4600,2,3
41,3,0,2,6
35,5,1900,2,3
39,6,4500,1,1
38,8,12000,1,1
65,2,,2,5
29,3,,2,5
56,2,2400,1,3
50,5,6000,2,2
35,6,6000,2,5
53,3,,2,3
19,8,1500,1,3
27,8,40000,2,6
32,2,1000,2,5
28,6,4000,1,3
77,8,,2,3
79,0,,1,1
43,2,,2,3
30,6,12000,1,4
43,6,,2,1
23,3,3500,1,5
30,8,,1,2
67,0,1200,1,6
57,3,200,2,1
51,6,,2,1
19,6,,2,2
65,2,,2,1
50,8,20000,1,6
24,6,3500,1,3
28,8,,2,5
45,2,900,2,3
33,3,,2,3
30,8,5000,2,2
36,7,10000,1,4
38,8,7000,2,1
19,6,3500,2,1
70,0,,2,6
50,8,15000,1,4
64,3,850,2,1
34,6,,1,2
19,6,900,2,3
42,6,30000,1,6
23,3,2000,1,1
82,2,,2,3
25,8,,2,5
62,3,,1,6
32,8,36000,2,4
53,2,1220,2,5
18,8,,1,3
66,3,3000,1,3
36,2,,1,3
47,3,2000,1,3
37,8,800,2,5
37,8,16000,2,6
59,3,2000,2,6
19,3,7500,2,6
27,6,,2,2
64,2,2500,2,1
42,6,3000,1,1
37,3,3400,2,6
23,3,500,2,2
29,6,2000,1,4
26,2,1500,2,6
83,1,,2,4
66,2,,2,3
26,6,5000,2,1
44,10,31000,1,1
21,3,,2,3
31,3,2000,2,3
82,0,,2,6
21,2,,2,6
51,3,10000,1,2
28,6,3000,1,1
60,2,8200,1,6
32,3,2500,2,5
61,0,,2,6
59,6,,2,6
37,8,1500,1,3
21,6,4000,1,3
68,2,,2,1
32,3,,2,3
59,3,600,1,5
29,8,17000,2,2
33,10,8000,1,2
55,3,,2,3
42,6,4000,1,3
59,0,1000,1,6
80,2,1000,1,5
59,8,,1,1
48,0,1200,1,5
49,7,6800,1,3
51,8,3000,1,6
32,8,,2,1
26,8,4000,1,3
47,3,5400,2,3
67,2,,1,3
27,6,2800,2,6
49,5,2500,2,5
55,6,,2,5
30,3,4300,1,6
37,0,2400,2,1
33,10,20000,1,2
30,6,,2,6
76,2,,2,2
43,8,,2,6
24,6,20000,1,6
18,6,2200,2,6
39,8,3500,1,6
33,3,1500,2,5
63,2,2500,1,4
53,3,,2,1
29,3,1600,1,2
29,8,20000,2,4
51,3,,2,6
20,8,1400,1,3
52,2,,2,3
68,2,,2,2
19,6,6000,2,4
98,0,,1,5
88,0,,2,5
32,3,,2,6
29,3,,2,6
55,2,600,2,6
53,2,600,2,6
64,3,,2,1
33,3,3250,1,2
45,3,1800,1,2
20,3,2000,2,2
49,3,,1,3
76,6,,1,3
31,3,5000,2,4
84,0,,2,5
69,2,2000,2,1
58,6,,2,5
41,2,3500,1,2
22,8,,2,5
22,8,600,2,5
23,8,600,2,5
39,6,1400,2,2
81,2,,2,2
44,6,9000,2,4
23,8,2800,2,4
22,6,13000,1,6
52,3,4000,1,6
29,6,2400,1,6
44,2,,2,5
46,8,1800,2,5
33,3,5400,1,3
28,8,3000,1,2
31,8,2000,2,1
19,8,1800,1,1
24,3,1800,2,1
34,8,30000,2,3
31,8,22000,2,3
19,6,,1,1
61,8,,1,2
33,8,2000,1,2
36,3,200,2,6
36,2,,2,6
79,5,,2,4
23,6,,2,6
44,3,2500,2,1
47,8,,2,1
68,8,,2,1
65,6,,1,4
54,3,1200,1,6
61,2,500,2,3
63,2,1800,2,1
18,3,1200,2,6
41,8,12000,2,1
42,8,,2,6
29,8,,1,2
34,8,2500,1,6
30,6,,2,6
38,8,10000,2,4
65,6,,2,4
34,8,2500,2,6
38,6,1200,2,3
29,8,3500,1,1
30,2,1800,1,1
66,2,,2,2
35,5,6000,2,4
38,10,,1,5
43,10,10000,2,4
63,2,1800,1,3
36,6,800,2,5
18,6,300,2,3
30,6,12000,2,4
41,6,9000,2,2
25,6,800,2,1
29,6,2000,2,6
55,6,9500,2,6
44,8,8000,1,4
40,10,18000,2,1
57,8,,2,5
34,8,15000,1,1
47,2,700,1,6
59,7,,2,3
43,2,2000,1,2
51,2,750,2,2
21,2,4000,2,6
66,2,3000,1,3
35,8,6000,2,1
39,7,1000,2,2
31,0,,2,6
69,3,1000,1,3
58,0,,2,6
21,3,,2,3
63,3,16000,2,4
29,3,1000,2,2
38,2,2000,1,3
89,2,,1,1
67,2,,2,3
49,0,2500,1,2
45,8,8000,1,1
40,8,12000,2,3
40,3,2000,2,2
65,6,,1,4
67,8,2000,1,3
29,6,300,2,2
39,10,4700,2,2
58,3,10000,2,3
40,3,,2,2
55,3,,2,3
59,3,,2,2
28,8,15000,2,5
32,2,,2,5
27,3,3000,1,1
44,6,12000,1,2
24,6,2000,2,6
47,6,7000,2,6
27,3,3600,2,6
28,3,3200,1,1
94,2,,2,5
43,7,4300,2,2
30,2,,1,3
53,3,1800,2,4
80,8,,2,4
30,8,7600,2,3
31,3,750,2,5
25,3,1900,2,2
25,8,7500,1,3
49,3,2400,1,6
30,8,25000,1,2
46,10,5000,2,3
55,3,6000,1,1
62,2,2500,1,3
39,3,,1,3
39,3,300,2,3
19,6,200,1,2
55,3,4600,1,5
52,6,3000,2,1
38,6,7000,1,4
62,6,2000,1,5
23,6,8000,1,3
50,6,2000,1,6
23,6,1500,2,1
25,3,0,2,6
77,2,,2,3
65,3,1000,1,6
41,2,800,1,5
46,3,1200,1,6
66,2,15000,1,6
77,8,,2,1
31,8,9000,1,2
35,8,15000,2,2
44,2,1000,2,2
50,2,,2,2
46,2,6000,1,3
76,2,,1,2
57,8,18000,1,1
22,8,,2,3
18,6,1500,1,5
48,8,10000,1,6
70,2,,2,6
44,7,2000,2,3
20,1,480,1,6
37,6,3500,2,4
56,6,2200,1,2
36,3,1500,1,2
73,0,0,1,3
45,2,,2,6
42,6,2800,2,1
31,8,,1,2
57,3,,2,2
36,6,2000,2,1
18,6,1000,1,2
27,6,3000,2,5
59,2,,2,2
33,3,,2,6
80,0,,2,6
45,3,,2,2
82,2,200,2,6
18,6,300,2,5
66,3,,1,5
46,9,15000,2,5
18,6,,2,3
50,3,3000,1,1
20,3,1500,2,1
76,2,,2,1
36,2,2500,1,6
48,3,2000,1,5
53,3,1500,2,3
56,2,3000,1,1
49,3,4200,1,3
22,8,9000,2,2
48,3,,2,3
68,6,,1,5
26,6,2000,1,6
33,6,35000,1,3
60,8,,2,4
29,3,,2,1
30,3,,2,2
48,3,3600,2,2
75,10,,2,3
60,8,,1,4
36,8,1000,2,1
75,0,,1,3
47,8,15000,2,3
63,3,,1,5
42,3,,2,2
54,3,1500,1,3
21,2,500,2,3
33,10,14000,2,6
39,6,1400,1,2
77,3,1000,1,5
33,6,2000,2,3
31,3,1800,1,1
63,6,1000,1,5
25,8,,2,5
51,6,,1,2
73,2,1500,1,2
28,3,3000,1,1
30,8,10000,1,1
45,3,3000,2,6
20,6,,2,6
49,6,,2,1
69,3,,2,6
23,2,2000,1,1
59,3,800,1,6
27,8,9000,2,6
54,8,8000,1,2
50,5,2500,1,6
41,8,3000,2,3
28,6,2400,1,2
76,0,,2,1
39,6,5000,1,6
30,8,500,2,1
26,8,,1,5
32,8,2800,2,3
38,6,10000,2,4
29,8,,2,5
25,8,,2,3
36,3,3500,2,1
28,6,7500,1,2
35,6,1000,2,5
22,3,,2,5
55,3,3000,1,1
45,3,1200,1,2
24,8,6000,2,6
59,2,,2,2
48,6,5000,1,4
